skill_type,name,alias_name,localized_name,base_value,S_A,B_C,D_E_F,G,affinity_role,is_evo,evo_parents
yellow,下り坂巧者,Downhill Adept,Downhill Speedster,217.0,,,,,,0,
ius,グッときて♪Chu,Heartfelt ♪ Smooch,A Kiss for Courage,180.0,,,,,,0,
green,曇りの日○,Cloudy Days ○,Cloudy Days ○,129.0,,,,,,0,
green,曇りの日◎,Cloudy Days ◎,Cloudy Days ◎,174.0,,,,,,0,
yellow,食らいつき,Tooth and Tail,,217.0,239.0,195.0,174.0,152.0,Pace/Late,0,
ius,ぐるぐるマミートリック♡,"Round and Round, Mummy Trick♡",Give Mummy a Hug ♡,180.0,,,,,,0,
ius,薫風、永遠なる瞬間を,"Summer Breeze, the Eternal Moment",Eternal Moments,180.0,,,,,,0,
gold,君臨,Reign,,508.0,615.0,411.0,325.0,249.0,Medium/End,0,
gold,慧眼,Keen Insight,Keen Eye,508.0,559.0,457.0,406.0,356.0,Mile,0,
ius,恵福バルカローレ,Blessed Barcarolle,Barcarole of Blessings,180.0,,,,,,0,
ius,ゲインヒール・スペリアー,Gain Superior Heal,Superior Heal,180.0,,,,,,0,
gold,下校後のスペシャリスト,After School Specialist,Go-Home Specialist,508.0,559.0,457.0,406.0,356.0,End,0,
blue,下校の楽しみ,Winding Down,After-School Stroll,217.0,239.0,195.0,174.0,152.0,End,0,
ius,決意一筆,Determined Stroke,,180.0,,,,,,0,
gold,決意の直滑降,Straight Down Resolution,Determined Descent,334.0,367.0,301.0,267.0,234.0,Pace,0,
gold,月影一閃,Moonlight Flash,Moonlit Flash,508.0,559.0,457.0,406.0,356.0,End,0,
gold,月影円刃,Moonlight Slash,,508.0,559.0,457.0,406.0,356.0,End,0,
gold,決死の覚悟,Prepared to Die,Come What May,508.0,559.0,457.0,406.0,356.0,Medium,0,
gold,傑出,Preeminent,,508.0,559.0,457.0,406.0,356.0,Front,0,
yellow,決定打,Decisive Blow,,217.0,239.0,195.0,174.0,152.0,Pace,0,
ius,ケ・ピアチェーヴォレ！,Che Piacevole!,,180.0,,,,,,0,
ius,玄雲散らす、黄金甲矢,"Arrow of Gold, Break up the Dark Clouds",,180.0,,,,,,0,
gold,限界の先へ,Beyond the Limits,,633.0,,,,,,0,
ius,剣ヶ峰より、狂気に嗤え,Laugh in the Face of Danger,,180.0,,,,,,0,
yellow,健脚,Trekker,,217.0,239.0,195.0,174.0,152.0,Medium/Long,0,
gold,捲土重来,Redoubled Efforts,,508.0,,,,,Dirt,0,
gold,幻惑のかく乱,Glamorous Perturbation,Dazzling Disorientation,334.0,367.0,301.0,267.0,234.0,Pace,0,
blue,好位追走,Favorite Place,Preferred Position,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,行雲流水,Floating with the Tide,,508.0,559.0,457.0,406.0,356.0,Pace/Late,0,
ius,紅焔ギア/LP1211-M,Red Flame Gear/LP1211-M,Red Shift/LP1211-M,180.0,,,,,,0,
gold,好奇心,Curiosity,,508.0,,,,,,0,
gold,豪脚,Big Strides,Furious Feat,508.0,559.0,457.0,406.0,356.0,Mile,0,
yellow,好機を捉えて,Seize the Chance,,217.0,263.0,176.0,139.0,106.0,Long/End,0,
yellow,向上心,Ambitions,,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,好戦的,Belligerent,,217.0,239.0,195.0,174.0,152.0,Mile/Medium,0,
gold,豪胆無比,Peerless Boldness,,508.0,559.0,457.0,406.0,356.0,Mile,0,
gold,好転一息,Breath of Fresh Air,Breath of Fresh Air,508.0,,,,,,0,
ius,轟！トレセン応援団！,Roaring Tracen Cheerleading Squad,Louder! Tracen Cheer!,180.0,,,,,,0,
gold,豪風一閃,Cyclone Flash,,508.0,559.0,457.0,406.0,356.0,Mile,0,
gold,豪風円刃,Cyclone Slash,,508.0,559.0,457.0,406.0,356.0,Mile,0,
gold,光芒一閃,Photon Flash,Flash Forward,508.0,559.0,457.0,406.0,356.0,Medium,0,
gold,光芒円刃,Photon Slash,Refraction Arc,508.0,559.0,457.0,406.0,356.0,Medium,0,
red,後方釘付,Final Nail,Intimidate,262.0,288.0,236.0,210.0,183.0,Sprint,0,
blue,後方待機,On Standby,Standing By,217.0,239.0,195.0,174.0,152.0,End,0,
yellow,光明,Luminance,,217.0,239.0,195.0,174.0,152.0,Medium/Long,0,
ius,剛勇果断、烈火之刀,Decisive Blade of Blazing Fire,,180.0,,,,,,0,
gold,高揚感,Elation,Elated,508.0,559.0,457.0,406.0,356.0,Medium,0,
green,交流重賞○,Exchange Races ○,,129.0,,,,,,0,
green,交流重賞◎,Exchange Races ◎,,174.0,,,,,,0,
gold,交流重賞の鬼,Exchange Races Demon,,461.0,,,,,,0,
blue,コーナー回復◯,Corner Recovery ○,Corner Recovery ○,217.0,,,,,,0,
yellow,コーナー加速◯,Corner Accel ○,Corner Acceleration ○,217.0,,,,,,0,
yellow,コーナー巧者◯,Clever Cornerer ○,Corner Adept ○,217.0,,,,,,0,
gold,コール＆レスポンス,Call & Response,,633.0,,,,,Dirt,0,
green,小倉レース場○,Kokura Racetrack ○,Kokura Racecourse ○,129.0,,,,,,0,
green,小倉レース場◎,Kokura Racetrack ◎,Kokura Racecourse ◎,174.0,,,,,,0,
yellow,ここ一番,Crucial Stage,,217.0,263.0,176.0,139.0,106.0,Long/Late,0,
ius,心からのおもてにゃし,Purrfect Hospitality,,180.0,,,,,,0,
ius,心、強し！,"Steel Your Heart, Tsuyoshi!",,180.0,,,,,,0,
yellow,心弾んで,High Hopes,,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,心惹かれて,Intrigued,,217.0,,,,,,0,
ius,五獣挙りて彩光奏づ,Parade of the Five Heavenly Beasts,,180.0,,,,,Dirt,0,
gold,弧線のプロフェッサー,Archline Professor,Professor of Curvature,508.0,,,,,,0,
yellow,克己心,Self-Restraint,,263.0,289.0,237.0,210.0,184.0,Medium,0,
gold,コネクト,Connection,,334.0,,,,,Turf,0,
gold,後の先,Seize the Initiative,,508.0,559.0,457.0,406.0,356.0,Medium/Long,0,
gold,この手に掴んだ未来,The Future in My Hands,,291.0,320.0,262.0,233.0,204.0,Mile/Medium,0,
yellow,ごぼう抜き,Rapid Overtakes,,217.0,263.0,176.0,139.0,106.0,Long/End,0,
green,小回り○,Tight Turns ○,,129.0,,,,,,0,
green,小回り◎,Tight Turns ◎,,174.0,,,,,,0,
yellow,込み上げる熱,Rising Passion,,217.0,239.0,195.0,174.0,152.0,Medium/Long,0,
ius,ごろりん！？パワードライブ,Rolling Power Drive!,,180.0,,,,,,0,
green,根幹距離○,Core Distances ○,Standard Distance ○,129.0,,,,,,0,
green,根幹距離◎,Core Distances ◎,Standard Distance ◎,174.0,,,,,,0,
yellow,渾身の足取り,Mighty Step,,217.0,263.0,176.0,139.0,106.0,Medium/End,0,
gold,コンセントレーション,Concentration,Concentration,394.0,,,,,,0,
ius,コンドル猛撃波,Condor Onslaught,Condor's Fury,180.0,,,,,,0,
gold,才気煥発,Brilliant Mind,,508.0,559.0,457.0,406.0,356.0,Medium,0,
ius,最強の名を懸けて,For the Strongest Name,Legacy of the Strong,180.0,,,,,,0,
gold,最高峰の夢,Dreaming of the Peak,,633.0,,,,,,0,
gold,才色兼備,Brains and Beauty,,508.0,559.0,457.0,406.0,356.0,Medium,0,
yellow,冴える思考,Clear Head,,217.0,,,,,Dirt,0,
yellow,先駆け,Frontrunner,Early Lead,217.0,239.0,195.0,174.0,152.0,Front,0,
yellow,策士,Tactician,Strategist,85.0,94.0,77.0,68.0,59.0,End,0,
ius,咲け咲け！私！,Bloom! Blossom! Sakura!,,180.0,,,,,,0,
red,ささやき,Gentle Whisper,Murmur,217.0,239.0,195.0,174.0,152.0,Medium,0,
red,差し焦り,Panicked Betweeners,Flustered Late Surgers,217.0,,,,,,0,
red,差し駆け引き,Frantic Betweeners,Frenzied Late Surgers,174.0,,,,,,0,
yellow,差し切り体勢,Between the Lines,Slick Surge,217.0,239.0,195.0,174.0,152.0,Late,0,
red,差しけん制,Restrained Betweeners,Subdued Late Surgers,217.0,,,,,,0,
yellow,差しコーナー○,Betweener's Corners ○,Late Surger Corners ○,217.0,239.0,195.0,174.0,152.0,Late,0,
yellow,差しコーナー◎,Betweener's Corners ◎,Late Surger Corners ◎,262.0,288.0,236.0,210.0,183.0,Late,0,
red,差しためらい,Faltering Betweeners,Hesitant Late Surgers,217.0,,,,,,0,
yellow,差し直線○,Betweener's Straights ○,Late Surger Straightaways ○,217.0,239.0,195.0,174.0,152.0,Late,0,
yellow,差し直線◎,Betweener's Straights ◎,Late Surger Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Late,0,
green,差しのコツ○,Betweener's Tricks ○,Late Surger Savvy ○,174.0,191.0,157.0,139.0,122.0,Late,0,
green,差しのコツ◎,Betweener's Tricks ◎,Late Surger Savvy ◎,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,砂塵一閃,Sandstorm Flash,,508.0,,,,,Dirt,0,
gold,砂塵円刃,Sandstorm Slash,,508.0,,,,,Dirt,0,
blue,砂塵慣れ,Sandstorm Practice,Familiar Ground,217.0,,,,,Dirt,0,
green,札幌レース場○,Sapporo Racetrack ○,Sapporo Racecourse ○,129.0,,,,,,0,
green,札幌レース場◎,Sapporo Racetrack ◎,Sapporo Racecourse ◎,174.0,,,,,,0,
yellow,さらなる高みへ,To Greater Heights,,217.0,263.0,176.0,139.0,106.0,Medium/Pace,0,
gold,残影,Afterimage,,508.0,559.0,457.0,406.0,356.0,End,0,
ius,幸せの青い光,Blue Ray of Happiness,,180.0,,,,,,0,
ius,潮風のGeschenk,Geschenk of the Salty Sea Breeze,,180.0,,,,,,0,
gold,視界良好！異常なし！,Good Visibility! All Clear!,The Coast Is Clear!,334.0,367.0,301.0,267.0,234.0,End,0,
yellow,仕掛け準備,Calculated Preparations,Meticulous Measures,174.0,191.0,157.0,139.0,122.0,Sprint,0,
yellow,仕掛け抜群,Outstanding Stratagem,Masterful Gambit,217.0,239.0,195.0,174.0,152.0,End,0,
yellow,地固め,Groundwork,Groundwork,217.0,,,,,,0,
gold,至高のダウンヒラー,Supreme Downhiller,,508.0,,,,,,0,
ius,至上であれ,Reign Supreme,,180.0,,,,,,0,
green,自信家,Self-Assured,,217.0,239.0,195.0,174.0,152.0,Mile/Medium,0,
blue,静かな呼吸,Quiet Breathing,Be Still,217.0,239.0,195.0,174.0,152.0,Late,0,
yellow,静かな熱,Simmering Heat,,217.0,239.0,195.0,174.0,152.0,Late,0,
green,自制心,Self-Control,Restraint,217.0,,,,,,0,
yellow,時代を変える者,Herald of a New Age,,263.0,,,,,,0,
yellow,下準備,Preliminary Preparation,,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,時中の妙,Exquisite Timing,,508.0,,,,,,0,
gold,シックスセンス,Sixth Sense,Sixth Sense,334.0,367.0,301.0,267.0,234.0,Front,0,
gold,疾風怒濤,Storm and Stress,Sturm und Drang,508.0,559.0,457.0,406.0,356.0,End,0,
ius,疾風爆走ペガサスダッシュ！,Blasting Gale Pegasus Dash!,,180.0,,,,,,0,
yellow,尻尾上がり,Hold Your Tail High,Tail Held High,217.0,,,,,,0,
gold,尻尾の滝登り,Tail of Victory,Tail Nine,508.0,,,,,,0,
gold,紫電一閃,Lightning Flash,,508.0,559.0,457.0,406.0,356.0,Sprint,0,
gold,紫電円刃,Lightning Slash,,508.0,559.0,457.0,406.0,356.0,Sprint,0,
yellow,しとやかな足取り,Graceful Step,,217.0,239.0,195.0,174.0,152.0,Mile/Medium,0,
yellow,シビれる走り,Electrifying Run,,217.0,239.0,195.0,174.0,152.0,Sprint/Mile,0,
gold,至宝の輝き,Radiant Treasure,,508.0,615.0,411.0,325.0,249.0,Sprint/Late,0,
yellow,地道に重ねて,Steady Effort,,217.0,263.0,176.0,139.0,106.0,Long/Pace,0,
yellow,しゃかりき,Frantic State,,217.0,239.0,195.0,174.0,152.0,Front,0,
gold,じゃじゃウマ娘,Wild Girl,Restless,508.0,559.0,457.0,406.0,356.0,Front,0,
gold,遮二無二,Reckless,,508.0,559.0,457.0,406.0,356.0,Mile,0,
gold,十全十美,Pure Perfection,,508.0,559.0,457.0,406.0,356.0,Mile/Medium,0,
yellow,集中力,Focus,Focus,129.0,,,,,,0,
ius,シューティングスター,Shooting Star,Shooting Star,180.0,,,,,,0,
gold,自由奔放,Freewheeling,,508.0,559.0,457.0,406.0,356.0,Medium,0,
yellow,十万バリキ,100K Horsepower,"1,500,000 CC",217.0,239.0,195.0,174.0,152.0,Late,0,
ius,シュガーパレード･始動！,Sugar Parade: Start!,,180.0,,,,,,0,
gold,出力1000％！,1000% Output!,,508.0,559.0,457.0,406.0,356.0,Front,0,
ius,ジュ・テーム☆バカンス！,Je t'aime ☆ Vacances,,180.0,,,,,,0,
ius,春光・Bon appétit,Spring Light: Bon Appétit,,180.0,,,,,,0,
yellow,瞬発力,Explosive Force,,217.0,239.0,195.0,174.0,152.0,Sprint,0,
gold,準備万全！,Flawless Preparation!,Perfect Prep!,394.0,433.0,355.0,315.0,276.0,Sprint,0,
gold,順風満帆,Smooth Sailing,,508.0,,,,,,0,
gold,掌握,Manipulation,,508.0,559.0,457.0,406.0,356.0,End,0,
blue,小休憩,A Little Break,A Small Breather,217.0,239.0,195.0,174.0,152.0,Late,0,
yellow,上昇気流,Updraft,Updrafters,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,精進,Diligence,,217.0,,,,,Dirt,0,
green,衝動,Impulse,,434.0,477.0,391.0,347.0,304.0,Late,0,
gold,情熱と挑戦の先の栄光,,,633.0,,,,,,0,
gold,勝負師,Gambler,,508.0,,,,,,0,
gold,勝負はここから！,The Fight's Not Over Yet!,,508.0,615.0,411.0,325.0,249.0,Medium/Front,0,
yellow,勝負を懸けて,Putting All on the Line,,263.0,,,,,,0,
yellow,正面突破,Frontal Breakthrough,,217.0,239.0,195.0,174.0,152.0,Medium,0,
yellow,勝利に向かって,Toward Victory,,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,勝利の機運,Victory Opportunity,,508.0,,,,,Dirt,0,
ius,勝利の鼓動,The Beat of Victory,Triumphant Pulse,180.0,,,,,,0,
ius,勝利のチケットを、君にッ！,"The Ticket to Victory, for You!",Our Ticket to Win!,180.0,,,,,,0,
ius,勝利ヘ至ル累積,Accumulative Victory,,180.0,,,,,,0,
gold,勝利への執念,To Victory!,Unyielding,508.0,559.0,457.0,406.0,356.0,Medium,0,
gold,ショーダウン,Showdown,,508.0,559.0,457.0,406.0,356.0,Pace,0,
gold,初志貫徹,Unwavering Ambition,,508.0,559.0,457.0,406.0,356.0,Medium,0,
ius,叙情、旅路の果てに,Lyricism at Journey's End,,180.0,,,,,,0,
yellow,序盤巧者,Opening Leg Adept,,217.0,,,,,,0,
gold,熾烈の極み,Peak Ferocity,,508.0,559.0,457.0,406.0,356.0,Long,0,
ius,白い稲妻、見せたるで！,Imma Show You White Lightning!,White Lightning Comin' Through!,180.0,,,,,,0,
gold,真打,Shinuchi,Headliner,508.0,559.0,457.0,406.0,356.0,Long,0,
ius,深淵のテルプシコラー,Terpsichore of the Abyss,,180.0,,,,,,0,
gold,シンギュラリティ,Singularity,,461.0,558.0,374.0,295.0,226.0,Medium/Pace,0,
blue,深呼吸,Deep Breaths,Deep Breaths,217.0,239.0,195.0,174.0,152.0,Long,0,
gold,真骨頂,Proven Mettle,,508.0,,,,,,0,
yellow,進出開始,On the Move,,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,神速,Divine Speed,,633.0,,,,,,0,
gold,迅速果断,Quick and Decisive,Fast & Furious,508.0,559.0,457.0,406.0,356.0,Late,0,
gold,震天動地,Earthshaker,,508.0,,,,,Dirt,0,
gold,心頭滅却,Clear Mind,,508.0,559.0,457.0,406.0,356.0,End,0,
green,シンパシー,Sympathy,Sympathy,129.0,,,,,,0,
gold,陣風一閃,Gale Flash,,508.0,559.0,457.0,406.0,356.0,Front,0,
gold,陣風円刃,Gale Slash,,508.0,559.0,457.0,406.0,356.0,Front,0,
ius,水平線のその先へ,Beyond the Ocean's Infinity,,180.0,,,,,,0,
yellow,推力十分,Sufficient Thrust,,217.0,239.0,195.0,174.0,152.0,End,0,
gold,スーパーラッキーセブン,Super Lucky Seven,Super Lucky Seven,334.0,,,,,,0,
yellow,末脚,Last Leg,Homestretch Haste,217.0,,,,,,0,
ius,スカーレットリリィの高揚,Scarlet Lily's Elation,,180.0,,,,,,0,
red,スタミナイーター,Stamina Eater,Stamina Eater,217.0,239.0,195.0,174.0,152.0,Long,0,
blue,スタミナキープ,Stamina Keep,Stamina to Spare,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,スタミナグリード,Stamina Greed,Stamina Siphon,461.0,507.0,415.0,369.0,323.0,Long,0,
ius,ずっとずっと輝いて,Shine on Forever,,180.0,,,,,,0,
yellow,ステップアップ,Step Up,,217.0,239.0,195.0,174.0,152.0,Mile,0,
gold,ストレートハート,Straight Heart,,508.0,615.0,411.0,325.0,249.0,Medium/Late,0,
yellow,砂浴び◯,Dust Bath ○,,217.0,,,,,Dirt,0,
yellow,素直な一歩,An Honest Step,,217.0,,,,,,0,
yellow,砂蹴り,Sand Stride,,217.0,,,,,Dirt,0,
gold,砂の開拓者,Pioneer of the Sands,,508.0,,,,,Dirt,0,
gold,砂の玄人,Sand Expert,Master of the Sands,508.0,,,,,Dirt,0,
gold,砂の妙手,Sand Virtuoso,,508.0,,,,,Dirt,0,
blue,砂払い,Dust Off,,217.0,,,,,Dirt,0,
red,スピードイーター,Speed Eater,Speed Eater,217.0,239.0,195.0,174.0,152.0,Mile,0,
gold,スピードスター,Speed Star,Speed Star,508.0,559.0,457.0,406.0,356.0,Pace,0,
yellow,スプリントギア,Sprinting Gear,Sprinting Gear,217.0,239.0,195.0,174.0,152.0,Sprint,0,
gold,スプリントターボ,Sprint Turbo,Turbo Sprint,508.0,559.0,457.0,406.0,356.0,Sprint,0,
blue,スリーセブン,Triple 7s,Triple 7s,217.0,,,,,,0,
yellow,スリップストリーム,Slipstream,Slipstream,217.0,,,,,,0,
red,鋭い眼光,Sharp Gaze,Sharp Gaze,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,正攻法,Frontal Attack,,508.0,,,,,,0,
ius,精神一到何事か成らざらん,"Where There's a Will, There's a Way","Where There's a Will, There's a Way",180.0,,,,,,0,
green,精神力,Mental Strength,,174.0,210.0,141.0,111.0,85.0,Medium/Late,0,
gold,正々堂々,Forthright,,508.0,559.0,457.0,406.0,356.0,Pace,0,
gold,清濁併吞,,,508.0,,,,,Dirt,0,
ius,聖夜のミラクルラン！,Christmas Eve Miracle Run!,Festive Miracle,180.0,,,,,,0,
ius,セイリオス,Seirios,,180.0,,,,,,0,
yellow,積極策,Positive Planning,Productive Plan,217.0,239.0,195.0,174.0,152.0,Mile,0,
ius,絶対最強☆アピール宣言！,,,180.0,,,,,,0,
ius,絶対は、ボクだ,It's Going to Be Me,Certain Victory,180.0,,,,,,0,
gold,刹那の勝機,Moment of Opportunity,,508.0,615.0,411.0,325.0,249.0,Medium/Late,0,
gold,迫る影,Imminent Shadow,Encroaching Shadow,508.0,559.0,457.0,406.0,356.0,End,0,
yellow,攻めの姿勢,Attack Stance,,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,閃光,Flash,,508.0,559.0,457.0,406.0,356.0,Medium,0,
red,先行焦り,Panicked Leaders,Flustered Pace Chasers,217.0,,,,,,0,
red,先行駆け引き,Frantic Leaders,Frenzied Pace Chasers,174.0,,,,,,0,
red,先行けん制,Restrained Leaders,Subdued Pace Chasers,217.0,,,,,,0,
yellow,先行コーナー○,Leader's Corners ○,Pace Chaser Corners ○,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,先行コーナー◎,Leader's Corners ◎,Pace Chaser Corners ◎,262.0,288.0,236.0,210.0,183.0,Pace,0,
red,先行ためらい,Faltering Leaders,Hesitant Pace Chasers,217.0,,,,,,0,
yellow,先行直線○,Leader's Straights ○,Pace Chaser Straightaways ○,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,先行直線◎,Leader's Straights ◎,Pace Chaser Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Pace,0,
green,先行のコツ○,Leader's Tricks ○,Pace Chaser Savvy ○,174.0,191.0,157.0,139.0,122.0,Pace,0,
green,先行のコツ◎,Leader's Tricks ◎,Pace Chaser Savvy ◎,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,善後策,Countermeasures,Countermeasure,217.0,239.0,195.0,174.0,152.0,Sprint,0,
gold,千載一遇,Golden Opportunity,,508.0,615.0,411.0,325.0,249.0,Long/End,0,
yellow,前進あるのみ,The Only Way is Forward,,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,全身全霊,Heart and Soul,In Body and Mind,508.0,,,,,,0,
gold,先陣の心得,Vanguard's Wisdom,Vanguard Spirit,508.0,559.0,457.0,406.0,356.0,Long,0,
gold,前人未到,Uncharted Heights,,508.0,,,,,,0,
gold,全速前進！,Full Speed Ahead!,,508.0,,,,,Dirt,0,
gold,千鍛万錬,,,508.0,559.0,457.0,406.0,356.0,Medium,0,
gold,先手必勝,Fortune Favors the Fast,Taking the Lead,334.0,367.0,301.0,267.0,234.0,Front,0,
ius,先頭の景色は譲らない…！,I'm Not Giving up the Lead!,The View from the Lead Is Mine!,180.0,,,,,,0,
yellow,先頭プライド,Lead Pride,Leader's Pride,217.0,239.0,195.0,174.0,152.0,Front,0,
blue,前途洋々,Bright Future,Rosy Outlook,217.0,239.0,195.0,174.0,152.0,Medium,0,
gold,潜伏態勢,Concealed Readiness,Lie in Wait,508.0,559.0,457.0,406.0,356.0,Late,0,
gold,千里眼,Clairvoyance,Clairvoyance,334.0,367.0,301.0,267.0,234.0,Medium,0,
gold,千里の道,Thousand-Mile Journey,,508.0,559.0,457.0,406.0,356.0,Late,0,
green,戦略家,Strategist,,217.0,239.0,195.0,174.0,152.0,Medium/Long,0,
ius,全力全開！サイクロン,Full-Throttle Cyclone!,,180.0,,,,,,0,
yellow,前列狙い,Front Row Aim,"Forward, March!",174.0,,,,,Dirt,0,
ius,蒼炎,Sapphire Flame,,180.0,,,,,,0,
ius,想像×創造＝∞,,,180.0,198.0,162.0,144.0,126.0,Medium/Long,0,
gold,即断即決,Swift Decision,,342.0,376.0,308.0,274.0,239.0,End,0,
red,束縛,Binding Chains,Tether,217.0,239.0,195.0,174.0,152.0,Medium,0,
yellow,外差し準備,"Outside Pass, Ready!",Outer Swell,217.0,239.0,195.0,174.0,152.0,Late,0,
green,外枠得意○,Outer Gate Affinity ○,Outer Post Proficiency ○,129.0,,,,,,0,
green,外枠得意◎,Outer Gate Affinity ◎,Outer Post Proficiency ◎,174.0,,,,,,0,
ius,『それでは、よき旅を』,«Bon Voyage»,,180.0,,,,,,0,
yellow,ダートコーナー○,Dirt Corners ○,,217.0,,,,,Dirt,0,
yellow,ダートコーナー◎,Dirt Corners ◎,,262.0,,,,,Dirt,0,
yellow,ダート直線○,Dirt Straights ○,,217.0,,,,,Dirt,0,
yellow,ダート直線◎,Dirt Straights ◎,,262.0,,,,,Dirt,0,
yellow,ターニングポイント,Turning Point,,217.0,263.0,176.0,139.0,106.0,Sprint/Late,0,
gold,大海の叡智,Wisdom of the Ocean,,633.0,,,,,,0,
gold,大局観,Seeing the Big Picture,The Bigger Picture,334.0,367.0,301.0,267.0,234.0,Late,0,
green,対抗意識○,Competitive Spirit ○,Competitive Spirit ○,129.0,,,,,,0,
green,対抗意識◎,Competitive Spirit ◎,Competitive Spirit ◎,174.0,,,,,,0,
gold,大車輪,All-Out Effort,,334.0,367.0,301.0,267.0,234.0,Pace,0,
ius,対象捕捉！正義遂行！,Target Acquired! Serving Justice!,,180.0,,,,,,0,
yellow,大志を抱いて,,,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,泰然自若,Self-Possessed,Of Calm Mind,508.0,559.0,457.0,406.0,356.0,Long,0,
gold,大胆不敵,Daredevil,Dauntless,508.0,559.0,457.0,406.0,356.0,Late,0,
gold,大地の叡智,Wisdom of the Land,,633.0,,,,,,0,
ius,タイマン！デッドヒート！,One-On-One! Dead Heat!,You and Me! One-on-One!,180.0,,,,,,0,
gold,太陽の叡智,Wisdom of the Sun,,633.0,,,,,,0,
yellow,打開策,Breakthrough Plan,,217.0,239.0,195.0,174.0,152.0,End,0,
gold,昂る鼓動,Surging Beat,,508.0,559.0,457.0,406.0,356.0,Medium/Long,0,
yellow,滾る想い,Boiling Emotions,,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,たぎる血潮,Boiling Blood,,217.0,239.0,195.0,174.0,152.0,End,0,
yellow,卓越する走り,Outstanding Run,,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,巧みなステップ,Clever Step,Shrewd Step,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,確かな足取り,Firm Step,,217.0,263.0,176.0,139.0,106.0,Medium/Pace,0,
gold,脱出術,Escape Artist,Escape Artist,508.0,559.0,457.0,406.0,356.0,Front,0,
gold,脱兎の先へ,Ahead of the Game,,633.0,696.0,570.0,506.0,443.0,Long,0,
ius,辿る血脈、芽吹く未来,"Traced Bloodline, Budding Future",,180.0,,,,,,0,
yellow,垂れウマ回避,Slight Detour,Nimble Navigator,174.0,,,,,,0,
gold,誰より前へ！,Further Than Anyone,,334.0,367.0,301.0,267.0,234.0,Medium,0,
green,探求心,Inquisitive Mind,,174.0,210.0,141.0,111.0,85.0,Medium/Pace,0,
yellow,短距離コーナー○,Short Distance Corners ○,Sprint Corners ○,217.0,239.0,195.0,174.0,152.0,Sprint,0,
yellow,短距離コーナー◎,Short Distance Corners ◎,Sprint Corners ◎,262.0,288.0,236.0,210.0,183.0,Sprint,0,
yellow,短距離直線○,Short Distance Straights ○,Sprint Straightaways ○,217.0,239.0,195.0,174.0,152.0,Sprint,0,
yellow,短距離直線◎,Short Distance Straights ◎,Sprint Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Sprint,0,
blue,端緒,Fuse,,263.0,,,,,,0,
ius,小さな奇跡、フォーユー♪,A Small Miracle for You♪,,180.0,,,,,,0,
yellow,力の限り,With All My Might,,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,力業,Brute Force,,217.0,239.0,195.0,174.0,152.0,Pace,0,
ius,千歳、廻りて,,,180.0,,,,,,0,
ius,地熱解放オーヴァードライブ,Geothermal Overdrive,,180.0,,,,,Dirt,0,
yellow,地の加護,Blessing of the Land,,263.0,,,,,,0,
ius,チャージ完了！全速前進！,Charge Complete! Full Speed Ahead!,All Charged! It's Go Time!,180.0,,,,,,0,
gold,チャート急上昇！,Trending Charts!,Trending in the Charts!,508.0,,,,,Dirt,0,
green,中京レース場○,Chukyo Racetrack ○,Chukyo Racecourse ○,129.0,,,,,,0,
green,中京レース場◎,Chukyo Racetrack ◎,Chukyo Racecourse ◎,174.0,,,,,,0,
yellow,中距離コーナー○,Medium Distance Corners ○,Medium Corners ○,217.0,239.0,195.0,174.0,152.0,Medium,0,
yellow,中距離コーナー◎,Medium Distance Corners ◎,Medium Corners ◎,262.0,288.0,236.0,210.0,183.0,Medium,0,
yellow,中距離直線○,Medium Distance Straights ○,Medium Straightaways ○,217.0,239.0,195.0,174.0,152.0,Medium,0,
yellow,中距離直線◎,Medium Distance Straights ◎,Medium Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Medium,0,
yellow,中盤巧者,Middle Leg Adept,,217.0,,,,,,0,
gold,注目の踊り子,Star of the Show,Center Stage,334.0,,,,,,0,
yellow,長距離コーナー○,Long Distance Corners ○,Long Corners ○,217.0,239.0,195.0,174.0,152.0,Long,0,
